movie_title,release_date,genre
Something from Nothing: The Art of Rap,15-Jun-12,"Music,Documentary"
My Best Friend,13-Jul-07,Comedy
The Dirties,4-Oct-13,"Drama,Crime"
That Man: Peter Berlin,13-Jan-06,Documentary
Sólo con tu pareja,20-Sep-06,"Comedy,Romance"
The Love Punch,23-May-14,Comedy
Brand Upon the Brain!,9-May-07,"Drama,Fantasy"
Sharkwater Extinction,1-Mar-19,Documentary
Golden Exits,9-Feb-18,Drama
Dandelion,7-Oct-05,"Drama,Romance"
7 Chinese Brothers,28-Aug-15,Comedy
Nomad,16-Mar-07,"Drama,History,War"
Bravetown,8-May-15,"Drama,Music"
Lorenzo's Oil,30-Dec-92,Drama
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",29-Dec-99,"Biography,Documentary"
Keep the Change,16-Mar-18,"Comedy,Romance"
All About Nina,28-Sep-18,"Drama,Comedy"
American Woman,14-Jun-19,Drama
Juice,17-Jan-92,"Action,Drama,Thriller,Crime"
The Command,21-Jun-19,"Action,Drama,History,Thriller"
The Ticket,7-Apr-17,Drama
Ride,1-May-15,Comedy
One Child Nation,9-Aug-19,"History,Documentary"
Step,4-Aug-17,Documentary
Deceptive Practices: The Mysteries and Mentors of Ricky Jay,17-Apr-13,Documentary
Science Fair,14-Sep-18,Documentary
Crude,9-Sep-09,Documentary
Meeting Gorbachev,3-May-19,Documentary
ABC Africa,3-May-02,Documentary
Deep Blue,3-Jun-05,Documentary
Leap Year,24-Jun-11,Drama
Chasing Trane: The John Coltrane Documentary,14-Apr-17,"Biography,Music,Documentary"
Amour Fou,18-Mar-15,"Drama,Comedy"
Carol Channing: Larger Than Life,20-Jan-12,"Biography,Comedy,Musical,Documentary"
Sleeping Dogs Lie,20-Oct-06,"Drama,Comedy,Romance"
He liu,27-Jul-01,"Drama,Romance"
Oyster Farmer,29-Jul-05,"Drama,Comedy,Romance"
Pervert Park,20-May-16,"Crime,Documentary"
The Escape,11-May-18,Drama
When the Road Bends: Tales of a Gypsy Caravan,15-Jun-07,"Music,Documentary"
Burn Country,9-Dec-16,"Drama,Thriller,War"
"Happy, Happy",16-Sep-11,"Drama,Comedy"
Go for Zucker,20-Jan-06,Comedy
Outlaws and Angels,15-Jul-16,"Drama,Thriller,Western"
The Dark Knight Rises,20-Jul-12,"Action,Adventure,Drama,Thriller,Crime"
Mad Max: Fury Road,15-May-15,"Action,Adventure,Sci-Fi,Thriller"
Thor: Ragnarok,3-Nov-17,"Action,Adventure,Sci-Fi,Drama,Fantasy,Comedy"
The Amazing Spider-Man,3-Jul-12,"Action,Adventure,Thriller,Fantasy"
Skyfall,9-Nov-12,"Action,Adventure,Thriller,Crime"
The Revenant,25-Dec-15,"Adventure,Drama,Thriller,Western"
Her,18-Dec-13,"Sci-Fi,Drama,Comedy,Romance"
Drive,16-Sep-11,"Action,Drama"
Brokeback Mountain,9-Dec-05,"Drama,Romance,Western"
A Star Is Born,5-Oct-18,"Drama,Romance,Music,Musical"
The Grand Budapest Hotel,7-Mar-14,"Drama,Comedy"
Drag Me to Hell,29-May-09,"Thriller,Horror"
Mission: Impossible - Rogue Nation,31-Jul-15,"Action,Adventure,Thriller"
Shrek,18-May-01,"Adventure,Fantasy,Comedy,Animation,Family"
Finding Dory,17-Jun-16,"Adventure,Comedy,Animation,Family"
This Is the End,12-Jun-13,"Action,Sci-Fi,Fantasy,Comedy"
Mission: Impossible – Fallout,27-Jul-18,"Action,Adventure,Thriller"
Raiders of the Lost Ark,12-Jun-81,"Action,Adventure"
Kong: Skull Island,10-Mar-17,"Action,Adventure,Sci-Fi,Fantasy"
Coraline,6-Feb-09,"Adventure,Fantasy,Animation,Family"
Jupiter Ascending,6-Feb-15,"Action,Adventure,Sci-Fi,Fantasy"
Superbad,17-Aug-07,Comedy
Snow White and the Huntsman,1-Jun-12,"Action,Adventure,Drama,Fantasy"
Bridesmaids,13-May-11,Comedy
Trainspotting,19-Jul-96,"Drama,Crime"
Corpse Bride,16-Sep-05,"Fantasy,Romance,Music,Animation"
The Twilight Saga: Breaking Dawn - Part 2,16-Nov-12,"Adventure,Drama,Thriller,Fantasy,Romance"
Straight Outta Compton,14-Aug-15,"Biography,Drama,Music"
28 Days Later...,27-Jun-03,"Action,Sci-Fi,Thriller,Horror"
The Other Guys,6-Aug-10,"Action,Comedy,Crime"
One Flew Over the Cuckoo's Nest,19-Nov-75,Drama
The Predator,14-Sep-18,"Action,Adventure,Sci-Fi,Thriller,Horror"
Exodus: Gods and Kings,12-Dec-14,"Action,Adventure,Drama"
Haywire,20-Jan-12,"Action,Thriller"
Bruno,10-Jul-09,Comedy
Eyes Wide Shut,16-Jul-99,"Drama,Mystery,Thriller,Romance"
Before Sunset,2-Jul-04,"Drama,Romance"
Percy Jackson & the Olympians: The Lightning Thief,12-Feb-10,"Adventure,Fantasy"
Eragon,15-Dec-06,"Action,Adventure,Fantasy,Family"
The Iron Giant,6-Aug-99,"Action,Adventure,Sci-Fi,Drama,Comedy,Animation,Family"
Locke,25-Apr-14,"Drama,Thriller"
Pacific Rim: Uprising,23-Mar-18,"Action,Adventure,Sci-Fi"
Friends with Benefits,22-Jul-11,Comedy
The Ides of March,7-Oct-11,Drama
Beowulf,16-Nov-07,"Action,Adventure,Fantasy,Animation"
The Shallows,24-Jun-16,"Drama,Thriller,Horror"
Deepwater Horizon,30-Sep-16,"Action,Drama,Thriller"
Men in Black: International,14-Jun-19,"Action,Adventure,Sci-Fi,Comedy"
Happy-Go-Lucky,10-Oct-08,"Drama,Comedy"
You're Next,23-Aug-13,"Thriller,Horror,Comedy"
Mr. Nobody,1-Nov-13,"Sci-Fi,Drama,Fantasy,Romance"
American Made,29-Sep-17,"Action,Biography,Drama,History,Thriller,Comedy,Crime"
Vice,25-Dec-18,"Biography,Drama,History,Comedy"
What We Do in the Shadows,13-Feb-15,"Horror,Comedy"
Fifty Shades Darker,10-Feb-17,"Drama,Romance"
A Scanner Darkly,7-Jul-06,"Sci-Fi,Drama,Mystery,Thriller,Crime,Animation"
Nine,18-Dec-09,"Drama,Romance,Musical"
The Walk,30-Sep-15,"Adventure,Biography,Drama,Thriller"
Wild,3-Dec-14,"Biography,Drama"
Shaun the Sheep Movie,5-Aug-15,"Adventure,Comedy,Animation,Family"
The Thin Red Line,8-Jan-99,"Action,Drama,War"
Neighbors 2: Sorority Rising,20-May-16,Comedy
A Prophet,26-Feb-10,"Drama,Crime"
Downfall,18-Feb-05,"Biography,Drama,History,War"
Molly's Game,25-Dec-17,"Biography,Drama,Crime"
The Killing of a Sacred Deer,20-Oct-17,"Drama,Mystery,Thriller,Horror"
The Purge: Election Year,1-Jul-16,"Action,Sci-Fi,Thriller,Horror"
Alien 3,22-May-92,"Action,Sci-Fi,Thriller"
Good Time,11-Aug-17,"Drama,Thriller,Crime"
"Two Days, One Night",24-Dec-14,Drama
Mad Max,15-Feb-80,"Action,Adventure,Thriller"
Creed II,21-Nov-18,"Action,Drama,Sport"
Only Lovers Left Alive,11-Apr-14,"Drama,Horror,Romance"
Frank,15-Aug-14,"Drama,Mystery,Comedy,Music"
Pete's Dragon,12-Aug-16,"Adventure,Fantasy,Family"
The Eye,1-Feb-08,"Drama,Thriller,Horror"
Natural Born Killers,26-Aug-94,"Action,Drama,Thriller,Romance,Crime"
Margin Call,21-Oct-11,Thriller
Hush,8-Apr-16,"Thriller,Horror"
Dazed and Confused,24-Sep-93,"Drama,Comedy"
Ouija: Origin of Evil,21-Oct-16,"Thriller,Horror"
The Family Stone,16-Dec-05,"Drama,Comedy,Romance"
Journey to the Center of the Earth,11-Jul-08,"Action,Adventure,Sci-Fi,Thriller,Family"
Turbo,17-Jul-13,"Adventure,Sport,Comedy,Animation,Family"
Inside Job,8-Oct-10,Documentary
Gnomeo and Juliet,11-Feb-11,"Fantasy,Romance,Animation,Family"
The Nightmare Before Christmas,22-Oct-93,"Fantasy,Animation,Family,Musical"
Meet the Robinsons,30-Mar-07,"Adventure,Sci-Fi,Comedy,Animation,Family"
Romeo + Juliet,1-Nov-96,"Drama,Romance,Crime"
Don't Be Afraid of the Dark,26-Aug-11,"Thriller,Horror"
Flightplan,23-Sep-05,"Drama,Mystery,Thriller"
Waitress,2-May-07,"Drama,Comedy,Romance"
Teen Titans Go! To the Movies,27-Jul-18,"Action,Sci-Fi,Comedy,Animation,Family,Musical"
The Wife,17-Aug-18,Drama
In the Loop,24-Jul-09,Comedy
Hunger,5-Dec-08,"Drama,History"
The Double,9-May-14,"Drama,Thriller,Comedy"
Magic Mike XXL,1-Jul-15,"Drama,Comedy,Music"
Bachelorette,7-Sep-12,Comedy
Our Idiot Brother,26-Aug-11,Comedy
Alvin and the Chipmunks: The Road Chip,18-Dec-15,"Adventure,Fantasy,Comedy,Music,Animation,Family"
2046,5-Aug-05,"Sci-Fi,Drama,Fantasy,Romance"
Lions for Lambs,9-Nov-07,"Drama,War"
Somewhere,22-Dec-10,"Drama,Comedy"
Dead Snow,19-Jun-09,"Thriller,Horror,Comedy"
The Mountain Between Us,6-Oct-17,"Action,Adventure,Drama,Thriller,Romance"
Winter Sleep,19-Dec-14,Drama
The Sisters Brothers,21-Sep-18,"Adventure,Drama,Comedy,Crime,Western"
G-Force,24-Jul-09,"Action,Adventure,Fantasy,Comedy,Family"
Free Birds,1-Nov-13,"Adventure,Comedy,Animation,Family"
Mary Queen of Scots,7-Dec-18,"Biography,Drama,History"
The Beaver,6-May-11,"Drama,Comedy"
Happy Feet Two,18-Nov-11,"Comedy,Music,Animation,Family"
The 15:17 to Paris,9-Feb-18,"Biography,Drama,History,Thriller"
The King of Kong: A Fistful of Quarters,17-Aug-07,"Sport,Documentary"
The House of the Devil,30-Oct-09,"Thriller,Horror"
24 Hour Party People,9-Aug-02,"Biography,Drama,Comedy,Music"
Arbitrage,14-Sep-12,"Drama,Thriller"
The Company Men,21-Jan-11,Drama
Super Dark Times,29-Sep-17,"Drama,Thriller"
The Spiderwick Chronicles,14-Feb-08,"Adventure,Fantasy,Family"
Crawl,12-Jul-19,"Action,Adventure,Drama,Thriller,Horror"
Free Solo,28-Sep-18,Documentary
Rumor Has It...,25-Dec-05,"Comedy,Romance"
Searching for Sugar Man,29-Jun-12,"Biography,Music,Documentary"
How Do You Know,17-Dec-10,"Drama,Comedy,Romance"
Notorious,16-Jan-09,"Biography,Drama,Music"
[REC] 3: Genesis,7-Sep-12,"Thriller,Horror"
Talk to Her,22-Nov-02,Drama
Always Be My Maybe,31-May-19,"Comedy,Romance"
Central Station,20-Nov-98,Drama
The Piano Teacher,29-Mar-02,"Drama,Music"
Star Trek: Insurrection,11-Dec-98,"Action,Adventure,Sci-Fi,Thriller"
Embrace of the Serpent,17-Feb-16,"Adventure,Drama,History"
Friends with Kids,9-Mar-12,Comedy
Ain't Them Bodies Saints,16-Aug-13,"Drama,Romance,Crime"
Greta,1-Mar-19,"Drama,Mystery,Thriller,Horror"
Redacted,16-Nov-07,"Drama,Crime,War"
Black Death,11-Mar-11,"Adventure,Drama,Mystery,Horror"
Far from the Madding Crowd,1-May-15,"Drama,Romance"
Hollywoodland,8-Sep-06,"Biography,Drama,History,Mystery,Thriller,Crime"
Manhunter,22-Aug-86,"Thriller,Crime"
Hotel for Dogs,16-Jan-09,"Comedy,Family"
Capernaum,14-Dec-18,Drama
Sin Nombre,20-Mar-09,"Adventure,Drama,Thriller,Crime"
A Royal Affair,9-Nov-12,"Drama,History,Romance"
Truth,16-Oct-15,"Biography,Drama"
Coffee and Cigarettes,14-May-04,"Drama,Comedy,Music"
The Last Mimzy,23-Mar-07,"Adventure,Sci-Fi,Drama,Fantasy,Family"
High Noon,30-Jul-52,"Action,Drama,Thriller,Western"
The Bay,2-Nov-12,"Sci-Fi,Thriller,Horror"
Little Shop of Horrors,19-Dec-86,"Sci-Fi,Horror,Comedy,Musical"
Nine Queens,19-Apr-02,"Thriller,Crime"
Book Club,18-May-18,"Drama,Comedy,Romance"
Bad Education,19-Nov-04,"Drama,Mystery,Thriller,Fantasy,Romance,Crime"
The Motorcycle Diaries,24-Sep-04,"Adventure,Biography,Drama"
King of California,14-Sep-07,"Drama,Comedy"
Cell,8-Jul-16,"Sci-Fi,Thriller,Horror"
I Spy,1-Nov-02,"Action,Adventure,Thriller,Comedy"
Shine,20-Nov-96,"Biography,Drama,Romance,Music"
Transsiberian,18-Jul-08,"Drama,Mystery,Thriller,Crime"
Volcano,25-Apr-97,"Action,Drama,Thriller"
The Lunchbox,28-Feb-14,"Drama,Romance"
Three Identical Strangers,29-Jun-18,Documentary
Thelma,10-Nov-17,"Sci-Fi,Drama,Mystery,Thriller,Fantasy,Romance"
The Wave,4-Mar-16,"Action,Drama,Thriller"
Jodorowsky's Dune,21-Mar-14,"Sci-Fi,Documentary"
"New York, I Love You",16-Oct-09,"Drama,Romance"
The Quiet Ones,25-Apr-14,Horror
Gangs of Wasseypur,16-Jan-15,"Action,Drama,Thriller,Crime"
The Wall,12-May-17,"Drama,Thriller,War"
Reno 911!: Miami,23-Feb-07,"Comedy,Crime"
Certified Copy,11-Mar-11,Drama
The Rules of Attraction,11-Oct-02,"Drama,Thriller,Comedy,Romance"
Sandy Wexler,14-Apr-17,Comedy
The Medallion,22-Aug-03,"Action,Thriller,Fantasy,Comedy"
Three Colors: Blue,3-Sep-93,"Drama,Mystery,Romance,Music"
The Good Girl,7-Aug-02,"Drama,Comedy,Romance"
Sightseers,10-May-13,Comedy
Thank You for Your Service,27-Oct-17,"Biography,Drama,War"
Sarah Silverman: Jesus Is Magic,11-Nov-05,"Comedy,Music"
RA. One,26-Oct-11,"Action,Adventure,Sci-Fi"
Nixon,20-Dec-95,"Biography,Drama"
Fur: An Imaginary Portrait of Diane Arbus,10-Nov-06,"Biography,Drama,Mystery,Romance"
The Turin Horse,10-Feb-12,Drama
The Disappearance of Alice Creed,6-Aug-10,"Drama,Thriller,Crime"
The Disappearance of Eleanor Rigby: Them,12-Sep-14,Drama
"Don''t Worry, He Won''t Get Far on Foot",13-Jul-18,"Biography,Drama,Comedy"
Willow Creek,6-Jun-14,"Adventure,Mystery,Thriller,Horror"
Beach Rats,25-Aug-17,Drama
RBG,4-May-18,"Biography,Documentary"
Diner,5-Mar-82,"Drama,Comedy"
The Hunting Ground,27-Feb-15,"Documentary,News"
Laurence Anyways,28-Jun-13,"Drama,Romance"
Tolkien,10-May-19,"Biography,Drama,War"
Closet Monster,23-Sep-16,Drama
I'll See You in My Dreams,15-May-15,"Drama,Comedy"
An Officer and a Gentleman,28-Jul-82,"Drama,Romance"
V/H/S: Viral,21-Nov-14,"Action,Thriller,Horror"
Night of the Living Dead,1-Oct-68,Horror
Rabbit-Proof Fence,29-Nov-02,"Adventure,Drama,History"
The Invisible Woman,25-Dec-13,"Biography,Drama,Romance"
Igby Goes Down,13-Sep-02,"Drama,Comedy"
Year of the Dog,13-Apr-07,"Drama,Comedy"
A United Kingdom,10-Feb-17,"Biography,Drama,Romance"
Popeye,12-Dec-80,"Comedy,Romance,Family,Musical"
I Can Do Bad All by Myself,11-Sep-09,"Drama,Comedy"
Blancanieves,29-Mar-13,"Drama,Fantasy"
The Pledge,19-Jan-01,"Drama,Mystery,Thriller,Crime"
Blade of the Immortal,3-Nov-17,"Action,Drama"
101 Dalmatians,25-Jan-61,"Adventure,Comedy,Animation,Family"
Beast,11-May-18,Drama
The Hallow,6-Nov-15,Horror
Kiki's Delivery Service,29-Jul-89,"Adventure,Drama,Fantasy,Animation,Family"
Head-On,21-Jan-05,"Drama,Romance"
Braven,2-Feb-18,"Action,Drama"
Women on the Verge of a Nervous Breakdown,11-Nov-88,"Drama,Comedy"
After the Storm,17-Mar-17,Drama
Sugar,3-Apr-09,"Drama,Sport"
Rocket Science,10-Aug-07,"Drama,Comedy"
The Great Hack,24-Jul-19,Documentary
The Polka King,12-Jan-18,"Biography,Drama,Comedy"
The Beat That My Heart Skipped,1-Jul-05,"Action,Drama,Thriller,Romance,Crime,Music"
Rules Don't Apply,23-Nov-16,"Drama,Comedy,Romance"
Gerry,14-Feb-03,"Adventure,Drama"
UglyDolls,3-May-19,"Adventure,Fantasy,Comedy,Animation,Family,Musical"
The Honeymooners,10-Jun-05,"Drama,Comedy,Romance,Family"
Le Week-End,14-Mar-14,"Drama,Comedy"
Ten,5-Mar-03,Drama
The Club,5-Feb-16,Drama
My Friend Dahmer,3-Nov-17,"Biography,Drama,Thriller,Horror,Crime"
10 Items or Less,1-Dec-06,"Drama,Comedy,Romance"
Labyrinth of Lies,30-Sep-15,"Drama,History"
Catch a Fire,27-Oct-06,"Biography,Drama,History,Thriller"
Headshot,3-Mar-17,"Action,Drama,Thriller,Comedy"
Evening,29-Jun-07,"Drama,Romance"
Kings & Queen,13-May-05,"Drama,Comedy"
A Touch of Sin,4-Oct-13,Drama
Polisse,18-May-12,"Drama,Crime"
Someone Great,19-Apr-19,"Comedy,Romance"
Howl,24-Sep-10,"Drama,Animation"
The Living Daylights,31-Jul-87,"Action,Adventure,Thriller"
Welcome to the Dollhouse,22-Mar-96,"Drama,Comedy"
Affliction,30-Dec-98,"Drama,Mystery,Thriller"
Sarah's Key,22-Jul-11,Drama
Just Wright,14-May-10,"Comedy,Romance"
The Square,9-Apr-10,"Drama,Thriller"
The Company,25-Dec-03,"Drama,Romance,Music"
All the Real Girls,14-Feb-03,"Drama,Romance"
Cremaster 3,15-May-02,Drama
Peeples,10-May-13,"Comedy,Romance"
This Christmas,21-Nov-07,"Drama,Comedy,Romance"
Date and Switch,14-Feb-14,Comedy
Bee Season,11-Nov-05,Drama
Chico & Rita,10-Feb-12,"Romance,Music,Animation"
Code Unknown: Incomplete Tales of Several Journeys,30-Nov-01,Drama
Strictly Ballroom,12-Feb-93,"Drama,Comedy,Romance"
The Humbling,23-Jan-15,"Drama,Comedy"
A Dirty Shame,24-Sep-04,Comedy
Shadow of a Doubt,15-Jan-43,Thriller
Jane,20-Oct-17,"Biography,Documentary"
Anna and the Apocalypse,30-Nov-18,"Fantasy,Horror,Comedy,Musical"
Felony,17-Oct-14,Thriller
Cesar Chavez,28-Mar-14,Biography
USS Indianapolis: Men of Courage,11-Nov-16,"Action,War"
The House I Live In,5-Oct-12,Documentary
Ushpizin,19-Oct-05,Drama
I Am a Sex Addict,5-Apr-06,"Biography,Comedy"
The Sense of an Ending,10-Mar-17,Drama
Born in China,21-Apr-17,"Adventure,Family,Documentary"
Keeping Up with the Steins,12-May-06,Comedy
Young Ones,17-Oct-14,"Action,Sci-Fi,Drama,Western"
Newtown,7-Oct-16,Documentary
Black Orpheus,24-Feb-06,"Drama,Comedy,Romance,Music"
Elling,29-May-02,"Drama,Comedy"
Teen Spirit,12-Apr-19,"Drama,Music"
Haunter,18-Oct-13,"Mystery,Thriller,Horror"
A Beautiful Life,2-Oct-09,Drama
Clean,12-Aug-05,"Drama,Music"
Get Me Roger Stone,12-May-17,"Biography,Documentary"
Waking Ned Devine,20-Nov-98,Comedy
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,22-Oct-04,"War,Documentary"
Deep Red,11-Jun-76,"Mystery,Thriller,Horror"
Trouble the Water,22-Aug-08,Documentary
Wordplay,16-Jun-06,Documentary
The Myth of the American Sleepover,22-Jul-11,"Drama,Comedy"
Looking for Eric,14-May-10,"Drama,Sport,Fantasy,Comedy"
Native Son,6-Apr-19,Drama
Almost Christmas,11-Nov-16,"Drama,Comedy"
Dog Eat Dog,4-Nov-16,"Action,Drama,Thriller,Crime"
Backtrack,26-Feb-16,"Drama,Mystery,Thriller,Horror"
Dogtown and Z-Boys,26-Apr-02,"Sport,Documentary"
Luce,2-Aug-19,Drama
Manda Bala (Send a Bullet),17-Aug-07,Documentary
Double Lover,14-Feb-18,"Drama,Thriller,Romance"
Son of the Bride,22-Mar-02,"Drama,Comedy,Romance"
Afterschool,2-Oct-09,Drama
Complete Unknown,26-Aug-16,"Drama,Mystery,Thriller"
Holidays,22-Apr-16,"Horror,Comedy"
Reincarnated,15-Mar-13,"Music,Documentary"
Mountains May Depart,12-Feb-16,"Drama,Romance"
The Battered Bastards of Baseball,11-Jul-14,Documentary
Trilogy: The Weeping Meadow,14-Sep-05,"Drama,History,Romance"
Top Secret!,8-Jun-84,Comedy
Eisenstein in Guanajuato,5-Feb-16,"Biography,Comedy,Romance"
Red Doors,8-Sep-06,Drama
Roll Bounce,23-Sep-05,"Drama,Comedy,Romance,Music"
Here Comes the Devil,13-Dec-13,"Thriller,Horror"
Dark Summer,9-Jan-15,Thriller
Time Bandits,6-Nov-81,"Adventure,Sci-Fi,Fantasy,Comedy"
78/52: Hitchcock’s Shower Scene,13-Oct-17,Documentary
Robin Williams: Come Inside My Mind,13-Jul-18,"Biography,Comedy,Documentary"
"Yoo-Hoo, Mrs. Goldberg",10-Jul-09,"Biography,Documentary"
Zoo,25-Apr-07,Documentary
Ira & Abby,14-Sep-07,Comedy
"A Woman, a Gun and a Noodle Shop",3-Sep-10,Drama
Bokeh,24-Mar-17,"Sci-Fi,Drama"
A Tale of Love and Darkness,19-Aug-16,"Biography,Drama,History"
The Man Who Killed Hitler and Then The Bigfoot,8-Feb-19,"Adventure,Sci-Fi,Drama,War"
Psychopathia Sexualis,8-Jun-06,Drama
Los Angeles Plays Itself,28-Jul-04,"History,Documentary"
Is the Man Who Is Tall Happy?,22-Nov-13,"Animation,Documentary"
In July,7-Dec-01,"Adventure,Comedy,Romance"
Nathalie...,14-Apr-06,Drama
Chronic,23-Sep-16,Drama
Iraq for Sale: The War Profiteers,8-Sep-06,"War,Documentary"
Night on Earth,12-Dec-91,"Drama,Comedy"
Demonlover,19-Sep-03,"Drama,Mystery,Thriller"
The Summer of Sangaile,20-Nov-15,"Drama,Romance"
Stuck,30-May-08,"Thriller,Horror,Comedy,Crime"
Day Night Day Night,9-May-07,"Drama,Thriller,Crime"
The Mercy,30-Nov-18,"Adventure,Biography,Drama,Mystery"
Wolf Totem,11-Sep-15,Adventure
WXIII: Patlabor the Movie 3,10-Jan-03,"Action,Sci-Fi,Crime,Animation"
Ballast,1-Oct-08,Drama
Truman,7-Apr-17,"Drama,Comedy"
Regular Lovers,19-Jan-07,Drama
Girl on the Bridge,28-Jul-00,"Drama,Comedy,Romance"
King Corn,12-Oct-07,Documentary
Gigantic (A Tale of Two Johns),23-May-03,"Music,Documentary"
A Royal Night Out,4-Dec-15,"Drama,Comedy,Romance"
Campfire,9-Sep-05,Drama
Middle of Nowhere,12-Oct-12,Drama
Jim: The James Foley Story,28-Jan-16,Documentary
The Armstrong Lie,8-Nov-13,Documentary
Mister Foe,5-Sep-08,"Drama,Romance"
Psycho III,2-Jul-86,"Mystery,Thriller,Horror"
Frank & Lola,9-Dec-16,"Drama,Mystery,Thriller,Romance,Crime"
Take Me,5-May-17,"Comedy,Crime"
Yves Saint Laurent,25-Jun-14,"Biography,Drama"
Child of God,1-Aug-14,"Drama,Thriller,Crime"
Queens,25-Aug-06,"Comedy,Romance"
Come Out and Play,22-Mar-13,Horror
Albatross,13-Jan-12,Drama
Of Men and War,6-Nov-15,"History,War,Documentary"
The Bad News Bears,7-Apr-76,"Drama,Sport,Comedy,Family"
Roman Polanski: Wanted and Desired,11-Jul-08,"Crime,Documentary"
Seduced and Abandoned,18-Oct-13,Documentary
"My Country, My Country",4-Aug-06,Documentary
Behind the Sun,12-Dec-01,Drama
The Boys of Baraka,30-Nov-05,Documentary
Rapt,6-Jul-11,Drama
52 Tuesdays,27-Mar-15,"Drama,Family"
Hide Your Smiling Faces,28-Mar-14,Drama
"Good Morning, Night",11-Nov-05,Drama
Disorder,12-Aug-16,"Drama,Thriller"
The Wild Blue Yonder,27-Oct-06,Sci-Fi
Entertainment,13-Nov-15,Drama
Incident at Loch Ness,17-Sep-04,"Adventure,Horror,Comedy"
Family,19-Apr-19,Comedy
Cleopatra,12-Jun-63,"Biography,Drama,History,Romance"
The Acid House,6-Aug-99,"Drama,Fantasy,Comedy"
Frankenstein,21-Nov-31,"Sci-Fi,Drama,Horror"
Seymour: An Introduction,13-Mar-15,"Biography,Music,Documentary"
Diego Maradona,20-Sep-19,"Biography,Sport,Documentary"
Linda Ronstadt: The Sound of My Voice,6-Sep-19,"Music,Documentary"
Tigers Are Not Afraid,23-Aug-19,"Mystery,Fantasy,Horror"
The Heart of the Game,9-Jun-06,"Sport,Documentary"
Miss Hokusai,14-Oct-16,"Biography,Drama,History,Animation"
Bill Nye: Science Guy,27-Oct-17,Documentary
The PianoTuner of EarthQuakes,17-Nov-06,"Drama,Fantasy,Romance,Music"
Patti Smith: Dream of Life,6-Aug-08,"Music,Documentary"
Quitting,13-Sep-02,"Biography,Drama,Music"
Barney Thomson,11-Mar-16,"Comedy,Crime"
The Apartment,15-Jun-60,"Drama,Comedy,Romance"
Private Property,18-May-07,Drama
And Everything Is Going Fine,10-Dec-10,Documentary
Service (Serbis),30-Jan-09,Drama
U-Carmen e-Khayelitsha,28-Mar-07,"Drama,Romance,Musical"
Like Crazy,5-May-17,"Drama,Comedy"
MATANGI/MAYA/M.I.A.,28-Sep-18,"Biography,Music,Documentary"
The Poseidon Adventure,13-Dec-72,"Action,Adventure,Drama,Thriller"
Out of the Blue,19-Oct-07,"Drama,Crime"
Cloak & Dagger,10-Aug-84,"Action,Adventure,Mystery,Thriller,Crime,Family"
Golda's Balcony,10-Oct-07,Biography
My Scientology Movie,10-Mar-17,Documentary
Duck Butter,27-Apr-18,"Drama,Comedy,Romance"
Skin,26-Jul-19,"Biography,Drama,Crime"
The Omega Man,1-Aug-71,"Action,Sci-Fi,Thriller"
Salt and Fire,7-Apr-17,Thriller
These Birds Walk,1-Nov-13,"Drama,Documentary,News"
Lost in America,15-Feb-85,Comedy
The Russian Woodpecker,16-Oct-15,"History,War,Documentary,News"
The Elephant in the Living Room,8-Apr-11,Documentary
Dark Star: HR Giger's World,15-May-15,"Biography,Documentary"
Boynton Beach Club,4-Aug-06,"Comedy,Romance"
The Cut,18-Sep-15,"Drama,History"
Our Time,14-Jun-19,Drama
Empire of Silver,2-Jun-11,"Biography,Drama,History,Romance,Family"
